# Predicted,Actual,Difference
1.156649079736754175e+03,1.149937378000000081e+03,6.711701736754093872e+00
1.184413989816134290e+03,1.192670775999999933e+03,8.256786183865642670e+00
1.183806810529491258e+03,1.190319702000000007e+03,6.512891470508748171e+00
1.170591801305072067e+03,1.171428345000000036e+03,8.365436949279683176e-01
1.171214047625816875e+03,1.170671753000000081e+03,5.422946258167939959e-01
1.160597783800759089e+03,1.162008544999999913e+03,1.410761199240823771e+00
1.168487785668714423e+03,1.164540038999999979e+03,3.947746668714444240e+00
1.161503078872529613e+03,1.163499268000000029e+03,1.996189127470415769e+00
1.161290240113504069e+03,1.163209350999999970e+03,1.919110886495900559e+00
1.174614380010049217e+03,1.172418578999999909e+03,2.195801010049308388e+00
1.279051179360974857e+03,1.297663330000000087e+03,1.861215063902523070e+01
1.149826751874793899e+03,1.148805297999999993e+03,1.021453874793905925e+00
1.204653692963340063e+03,1.206976439999999911e+03,2.322747036659848163e+00
1.175180958836561558e+03,1.174607543999999962e+03,5.734148365615965304e-01
1.171927800621757115e+03,1.171916259999999966e+03,1.154062175714898331e-02
1.166418718925305257e+03,1.172304932000000008e+03,5.886213074694751413e+00
1.175150587794706553e+03,1.170114135999999917e+03,5.036451794706636065e+00
1.189461766198893656e+03,1.192538207999999941e+03,3.076441801106284402e+00
1.171339212964479884e+03,1.179810181000000057e+03,8.470968035520172634e+00
1.175753852966211980e+03,1.173134154999999964e+03,2.619697966212015672e+00
1.183137183941548756e+03,1.191467773000000079e+03,8.330589058451323581e+00
1.174649738885967508e+03,1.179072143999999980e+03,4.422405114032471829e+00
1.193152244802892710e+03,1.197468994000000066e+03,4.316749197107355940e+00
1.165883864878035411e+03,1.169475341999999955e+03,3.591477121964544494e+00
1.175650265372692274e+03,1.178576293999999962e+03,2.926028627307687202e+00
1.169050499077431141e+03,1.170674682999999959e+03,1.624183922568818161e+00
1.162826881836062739e+03,1.161561157000000094e+03,1.265724836062645409e+00
1.187675011712110290e+03,1.188176024999999981e+03,5.010132878896911279e-01
1.191759011333019771e+03,1.196270629999999983e+03,4.511618666980211856e+00
1.169215942655438539e+03,1.167444336000000021e+03,1.771606655438517919e+00
1.165167271924035504e+03,1.166180908000000045e+03,1.013636075964541305e+00
1.171996285763033256e+03,1.169886719000000085e+03,2.109566763033171810e+00
1.170196527425641079e+03,1.178564331000000038e+03,8.367803574358958940e+00
1.166125457343059225e+03,1.174088379000000032e+03,7.962921656940807225e+00
1.155812235001243153e+03,1.154166991999999937e+03,1.645243001243215986e+00
1.173347068511351381e+03,1.174942017000000078e+03,1.594948488648697094e+00
1.163299544606922154e+03,1.155031371999999919e+03,8.268172606922234991e+00
1.297160395349317014e+03,1.303500731999999971e+03,6.340336650682957043e+00
1.170709360775552341e+03,1.177161133000000063e+03,6.451772224447722692e+00
1.162254102470826638e+03,1.169345825000000104e+03,7.091722529173466683e+00
1.169747664718483975e+03,1.169776732999999922e+03,2.906828151594709198e-02
1.164399114612654785e+03,1.165387817000000041e+03,9.887023873452562839e-01
1.160540496897041066e+03,1.157640990999999985e+03,2.899505897041080971e+00
1.176222352427281521e+03,1.178142822000000024e+03,1.920469572718502604e+00
1.172103545335322224e+03,1.182658202999999958e+03,1.055465766467773392e+01
1.172692325757986055e+03,1.167690307999999959e+03,5.002017757986095603e+00
1.167773086994975301e+03,1.164622436999999991e+03,3.150649994975310619e+00
1.181499358978798682e+03,1.176659057999999959e+03,4.840300978798723008e+00
1.208431268598941415e+03,1.209874023000000079e+03,1.442754401058664371e+00
1.191427361838633942e+03,1.188947143999999980e+03,2.480217838633961946e+00
1.167855878874161590e+03,1.164433960000000070e+03,3.421918874161519852e+00
1.247898313092601484e+03,1.260031250000000000e+03,1.213293690739851627e+01
1.174367482424896934e+03,1.177742553999999927e+03,3.375071575102992938e+00
1.180603614414912272e+03,1.180692383000000063e+03,8.876858508779150725e-02
1.165534190094613905e+03,1.169331298999999944e+03,3.797108905386039623e+00
1.178481561170871828e+03,1.180592650999999933e+03,2.111089829128104611e+00
1.168658775258601509e+03,1.177986693999999943e+03,9.327918741398434577e+00
1.174506796558785027e+03,1.181307373000000098e+03,6.800576441215071100e+00
1.186105365573256449e+03,1.184774413999999979e+03,1.330951573256470510e+00
1.172788336641945762e+03,1.168208129999999983e+03,4.580206641945778756e+00
1.169279281861968229e+03,1.165219726999999921e+03,4.059554861968308614e+00
1.165194238649001363e+03,1.160860595999999987e+03,4.333642649001376412e+00
1.158218780689438972e+03,1.159826172000000042e+03,1.607391310561069986e+00
1.171012839578703506e+03,1.165318847999999889e+03,5.693991578703617051e+00
1.166570257702829167e+03,1.165333374000000049e+03,1.236883702829118192e+00
1.173156353638422161e+03,1.171958740000000034e+03,1.197613638422126314e+00
1.153490306397612585e+03,1.153167114000000083e+03,3.231923976125017361e-01
1.173908791298093092e+03,1.171872313999999960e+03,2.036477298093132049e+00
1.185776797893575576e+03,1.185586182000000008e+03,1.906158935755684070e-01
1.376141341377400067e+03,1.377815430000000106e+03,1.674088622600038434e+00
1.160111710204830842e+03,1.156035521999999901e+03,4.076188204830941686e+00
1.189530857547622873e+03,1.187752318999999943e+03,1.778538547622929400e+00
1.171923817931085296e+03,1.177416015999999900e+03,5.492198068914603937e+00
1.171699076068693330e+03,1.168290527000000111e+03,3.408549068693218942e+00
1.184488360521437926e+03,1.183631957999999941e+03,8.564025214379853423e-01
1.164367309506231322e+03,1.168158202999999958e+03,3.790893493768635381e+00
1.164614625238487633e+03,1.172616332999999941e+03,8.001707761512307115e+00
1.184647324022660314e+03,1.190485595999999987e+03,5.838271977339672958e+00
1.172513660150901615e+03,1.171403076000000056e+03,1.110584150901559042e+00
1.387052190541820892e+03,1.390728759999999966e+03,3.676569458179073990e+00
1.181337253372684472e+03,1.186106688999999960e+03,4.769435627315488091e+00
1.274380233777856347e+03,1.287586669999999913e+03,1.320643622214356583e+01
1.169490057322669600e+03,1.167052124000000049e+03,2.437933322669550762e+00
1.153993391136905302e+03,1.158183837999999923e+03,4.190446863094621222e+00
1.155440303028605285e+03,1.164307739000000083e+03,8.867435971394797889e+00
1.158738322578649559e+03,1.158533568999999943e+03,2.047535786496155197e-01
1.171501709199151946e+03,1.174494507000000112e+03,2.992797800848165934e+00
1.172616196299076591e+03,1.174003783999999996e+03,1.387587700923404554e+00
1.179280411496903753e+03,1.187673217999999906e+03,8.392806503096153392e+00
1.175308736656899555e+03,1.182523071000000073e+03,7.214334343100517799e+00
1.168137985048831069e+03,1.160320189999999911e+03,7.817795048831158056e+00
1.180787049356060379e+03,1.185971680000000106e+03,5.184630643939726724e+00
1.172286678188947462e+03,1.175065552000000025e+03,2.778873811052562814e+00
1.163776265132014942e+03,1.167396972999999889e+03,3.620707867984947370e+00
1.171057195408449616e+03,1.172203125000000000e+03,1.145929591550384430e+00
1.176464222480700300e+03,1.180087645999999950e+03,3.623423519299649342e+00
1.163717193287983264e+03,1.157381836000000021e+03,6.335357287983242713e+00
1.171246034793125546e+03,1.166423583999999892e+03,4.822450793125653945e+00
1.177837044210552676e+03,1.174995605000000069e+03,2.841439210552607619e+00
1.175366564424016133e+03,1.177626342999999906e+03,2.259778575983773408e+00
1.179132957153446569e+03,1.181024779999999964e+03,1.891822846553395721e+00
1.172565568054746564e+03,1.175045409999999947e+03,2.479841945253383528e+00
1.186117806517128429e+03,1.184083251999999902e+03,2.034554517128526641e+00
1.171116756700174847e+03,1.161248168999999962e+03,9.868587700174884958e+00
1.167522036942819341e+03,1.173009520999999950e+03,5.487484057180608943e+00
1.157718663417204425e+03,1.159189575000000104e+03,1.470911582795679351e+00
1.164347867286941892e+03,1.166501952999999958e+03,2.154085713058066176e+00
1.171455673320650476e+03,1.167350952000000007e+03,4.104721320650469352e+00
1.166791615126388479e+03,1.171210937999999942e+03,4.419322873611463365e+00
1.164811002972066035e+03,1.171748168999999962e+03,6.937166027933926671e+00
1.166990579729240153e+03,1.174227783000000045e+03,7.237203270759891893e+00
1.157123816889608861e+03,1.159721313000000009e+03,2.597496110391148250e+00
1.158928856932142253e+03,1.166216308999999910e+03,7.287452067857657312e+00
1.167919808304517119e+03,1.170669677999999976e+03,2.749869695482857423e+00
1.173956594677381418e+03,1.172329101999999921e+03,1.627492677381496833e+00
1.169061673171939674e+03,1.173751465000000053e+03,4.689791828060378975e+00
1.160380433778394945e+03,1.157370728000000099e+03,3.009705778394845765e+00
1.163595652258678001e+03,1.160174682999999959e+03,3.420969258678042024e+00
1.179730430327860859e+03,1.177176513999999997e+03,2.553916327860861202e+00
1.171592481368529434e+03,1.179127441000000090e+03,7.534959631470655950e+00
1.175483643893830504e+03,1.178448364000000083e+03,2.964720106169579594e+00
1.174502711039439646e+03,1.173269653000000062e+03,1.233058039439583808e+00
1.152049521879158874e+03,1.153284180000000106e+03,1.234658120841231721e+00
1.171247011773913528e+03,1.168274292000000059e+03,2.972719773913468089e+00
1.222593316828071693e+03,1.221852417000000059e+03,7.408998280716332374e-01
1.170723198840273199e+03,1.175466797000000042e+03,4.743598159726843733e+00
1.177894658370161324e+03,1.177634765999999900e+03,2.598923701614239690e-01
1.159449322331531903e+03,1.163641356999999971e+03,4.192034668468068048e+00
1.162451292313734712e+03,1.165196533000000045e+03,2.745240686265333352e+00
1.169671172631795343e+03,1.172064818999999943e+03,2.393646368204599639e+00
1.185698086736447294e+03,1.182653931000000057e+03,3.044155736447237359e+00
1.174726494634059009e+03,1.176547728999999890e+03,1.821234365940881617e+00
1.166278336121043367e+03,1.165274169999999913e+03,1.004166121043454041e+00
1.162790058286688918e+03,1.166048583999999892e+03,3.258525713310973515e+00
1.182809462975903216e+03,1.180035033999999996e+03,2.774428975903219907e+00
1.148686704752735295e+03,1.150213623000000098e+03,1.526918247264802631e+00
1.185362631039769440e+03,1.185633178999999927e+03,2.705479602304876607e-01
1.170117939226800445e+03,1.174962524000000030e+03,4.844584773199585470e+00
1.173187588080285650e+03,1.174240234000000100e+03,1.052645919714450429e+00
1.172606615984155951e+03,1.181588379000000032e+03,8.981763015844080655e+00
1.167622498788942039e+03,1.165558837999999923e+03,2.063660788942115687e+00
1.167398599151478493e+03,1.165021361999999954e+03,2.377237151478539090e+00
1.166914150160431973e+03,1.168660644999999931e+03,1.746494839567958479e+00
1.175536729046767732e+03,1.173738524999999981e+03,1.798204046767750697e+00
1.164510076981666089e+03,1.162186646000000110e+03,2.323430981665978834e+00
1.167867243826085769e+03,1.171079101999999921e+03,3.211858173914151848e+00
1.174082772659578495e+03,1.173557861000000003e+03,5.249116595784926176e-01
1.202947517866871522e+03,1.204535278000000062e+03,1.587760133128540474e+00
1.153378430217460846e+03,1.152097655999999915e+03,1.280774217460930231e+00
1.183718423400935990e+03,1.179622802999999976e+03,4.095620400936013539e+00
1.167570964104396126e+03,1.167748413000000028e+03,1.774488956039022014e-01
1.180382201411892311e+03,1.179167480000000069e+03,1.214721411892242031e+00
1.201725163659257760e+03,1.205851685000000089e+03,4.126521340742328903e+00
1.169324019262443016e+03,1.165032592999999906e+03,4.291426262443110318e+00
1.158369061055826023e+03,1.158413086000000021e+03,4.402494417399793747e-02
1.172983558694722433e+03,1.176930053999999927e+03,3.946495305277494481e+00
1.176126688665288384e+03,1.184296630999999934e+03,8.169942334711549847e+00
1.280757902186450337e+03,1.292005249000000049e+03,1.124734681354971144e+01
1.165915977313096846e+03,1.163055542000000059e+03,2.860435313096786558e+00
1.188918321962756863e+03,1.184759033000000045e+03,4.159288962756818364e+00
1.156665824851424304e+03,1.166241332999999941e+03,9.575508148575636369e+00
1.162196052995172067e+03,1.163655150999999933e+03,1.459098004827865225e+00
1.180534044151695070e+03,1.184178711000000021e+03,3.644666848304950690e+00
1.186178699830311871e+03,1.185144408999999996e+03,1.034290830311874743e+00
1.170470821998319025e+03,1.168286376999999902e+03,2.184444998319122533e+00
1.364171224922950842e+03,1.366598633000000063e+03,2.427408077049221902e+00
1.163642166633110264e+03,1.175209472999999889e+03,1.156730636688962477e+01
1.167064570752686677e+03,1.167806152000000111e+03,7.415812473134337779e-01
1.156219780366132682e+03,1.158948975000000019e+03,2.729194633867336961e+00
1.164854370043901781e+03,1.166720336999999972e+03,1.865966956098191076e+00
1.161876926838546069e+03,1.168145995999999968e+03,6.269069161453899142e+00
1.183354375742671664e+03,1.194904907000000094e+03,1.155053125732843000e+01
1.175975647330513539e+03,1.173366332999999941e+03,2.609314330513598179e+00
1.178261987966877086e+03,1.181105346999999938e+03,2.843359033122851542e+00
1.158086418888224443e+03,1.161884643999999980e+03,3.798225111775536789e+00
1.170476574037726778e+03,1.170381225999999970e+03,9.534803772680788825e-02
1.176382607778008605e+03,1.180798706000000038e+03,4.416098221991433093e+00
1.183980661210263634e+03,1.186934813999999960e+03,2.954152789736326667e+00
1.179030380857384671e+03,1.180123168999999962e+03,1.092788142615290781e+00
1.169800723173176266e+03,1.173479248000000098e+03,3.678524826823831972e+00
1.164809219220061550e+03,1.166963745000000017e+03,2.154525779938467167e+00
1.186093319217338149e+03,1.184172728999999890e+03,1.920590217338258299e+00
1.155641940637242669e+03,1.157424316000000090e+03,1.782375362757420589e+00
1.161087390544457776e+03,1.162776000999999951e+03,1.688610455542175259e+00
1.170281809987488259e+03,1.176077148000000079e+03,5.795338012511820125e+00
1.165895718125707390e+03,1.171300293000000011e+03,5.404574874292620734e+00
1.150424141417134251e+03,1.150656981999999971e+03,2.328405828657196253e-01
1.164558077467180738e+03,1.163936034999999947e+03,6.220424671807904815e-01
1.164961317723798174e+03,1.164285278000000062e+03,6.760397237981123908e-01
1.143819599635827672e+03,1.141541015999999900e+03,2.278583635827772014e+00
1.205332723810909783e+03,1.207120116999999937e+03,1.787393189090153101e+00
1.158633259477389629e+03,1.163990479000000050e+03,5.357219522610421336e+00
1.164188761143949932e+03,1.167607909999999947e+03,3.419148856050014729e+00
1.170290819502351269e+03,1.172866455000000087e+03,2.575635497648818273e+00
1.159166704138111299e+03,1.167415160999999898e+03,8.248456861888598723e+00
1.170057397277653536e+03,1.176689575000000104e+03,6.632177722346568771e+00
1.191654082696101796e+03,1.184905639999999948e+03,6.748442696101847105e+00
1.149556069864274605e+03,1.146666138000000046e+03,2.889931864274558393e+00
1.164326953816801961e+03,1.164194214000000102e+03,1.327398168018589786e-01
1.152625806253119663e+03,1.150307982999999922e+03,2.317823253119740912e+00
1.146936222472628060e+03,1.156384033000000045e+03,9.447810527371984790e+00
1.196352247946605758e+03,1.195241577000000007e+03,1.110670946605750942e+00
1.159741207226649976e+03,1.160551513999999997e+03,8.103067733500211034e-01
1.165602628136214207e+03,1.161076904000000013e+03,4.525724136214194004e+00
1.147654532483573576e+03,1.155209839000000102e+03,7.555306516426526287e+00
1.170750229624006579e+03,1.169946899000000030e+03,8.033306240065485326e-01
1.175284034356213397e+03,1.176990479000000050e+03,1.706444643786653614e+00
1.232668801689855854e+03,1.240292480000000069e+03,7.623678310144214265e+00
1.160535228641320145e+03,1.152766478999999890e+03,7.768749641320255250e+00
1.159876049567674954e+03,1.159522216999999955e+03,3.538325676749991544e-01
1.172950195309973196e+03,1.168076293999999962e+03,4.873901309973234675e+00
1.183215692564583833e+03,1.185795654000000013e+03,2.579961435416180393e+00
1.158361987834560750e+03,1.163461303999999927e+03,5.099316165439176984e+00
1.183041590328764187e+03,1.186055785999999898e+03,3.014195671235711416e+00
1.178698453529791323e+03,1.175346802000000025e+03,3.351651529791297435e+00
1.185888458960878779e+03,1.181906737999999905e+03,3.981720960878874394e+00
1.355334240036421761e+03,1.369515137000000095e+03,1.418089696357833418e+01
1.172366535508506104e+03,1.184359985000000052e+03,1.199344949149394779e+01
1.168222983320785033e+03,1.163981567000000041e+03,4.241416320784992422e+00
1.179564868298860119e+03,1.181950194999999894e+03,2.385326701139774741e+00
1.180926538795641591e+03,1.184042236000000003e+03,3.115697204358411909e+00
1.154970841653008620e+03,1.156376220999999987e+03,1.405379346991367129e+00
1.154114991067124720e+03,1.145228149000000030e+03,8.886842067124689493e+00
1.162022301960557115e+03,1.173571288999999979e+03,1.154898703944286353e+01
1.171416971315049295e+03,1.165265014999999948e+03,6.151956315049346813e+00
1.160518250577412118e+03,1.168301269999999931e+03,7.783019422587813096e+00
1.185105449271887665e+03,1.193202880999999934e+03,8.097431728112269411e+00
1.208537406751428080e+03,1.211123168999999962e+03,2.585762248571882083e+00
1.184404950283122162e+03,1.186302611999999954e+03,1.897661716877792060e+00
1.187558384371200191e+03,1.186008301000000074e+03,1.550083371200116744e+00
1.167711312471391238e+03,1.186016112999999905e+03,1.830480052860866635e+01
1.297335073311426186e+03,1.314945801000000074e+03,1.761072768857388837e+01
1.156445685020231394e+03,1.155451172000000042e+03,9.945130202313521295e-01
1.169854634477852869e+03,1.170857422000000042e+03,1.002787522147173149e+00
1.170418823583166841e+03,1.172453612999999905e+03,2.034789416833064024e+00
1.181908083315883459e+03,1.178561400999999933e+03,3.346682315883526826e+00
1.176000293790773185e+03,1.180434326000000056e+03,4.434032209226870691e+00
1.174082121442366770e+03,1.168036742999999888e+03,6.045378442366882155e+00
1.178118623636299162e+03,1.175910521999999901e+03,2.208101636299261372e+00
1.173281133538883068e+03,1.176102783000000045e+03,2.821649461116976454e+00
1.171999004961322498e+03,1.177231933999999910e+03,5.232929038677411882e+00
1.185752965876564076e+03,1.179292725000000019e+03,6.460240876564057544e+00
1.182097390848976602e+03,1.187064086999999972e+03,4.966696151023370476e+00
1.196796769665678994e+03,1.196103149000000030e+03,6.936206656789636327e-01
1.174027955418787769e+03,1.178773682000000008e+03,4.745726581212238671e+00
1.180027366048504746e+03,1.179494384999999966e+03,5.329810485047801194e-01
1.183679199999188540e+03,1.187635254000000032e+03,3.956054000811491278e+00
1.169929877022643950e+03,1.165756591999999955e+03,4.173285022643995035e+00
1.170298108687200511e+03,1.160749023000000079e+03,9.549085687200431494e+00
1.163156131383894945e+03,1.164233154000000013e+03,1.077022616105068664e+00
1.190003196007678298e+03,1.193159789999999930e+03,3.156593992321631958e+00
1.178829605317753703e+03,1.184041259999999966e+03,5.211654682246262382e+00
1.176329841020452477e+03,1.180061768000000029e+03,3.731926979547552037e+00
1.200363172969567586e+03,1.200216186999999991e+03,1.469859695675950206e-01
1.169804391204931335e+03,1.177937134000000015e+03,8.132742795068679698e+00
1.172521596941639928e+03,1.174918578999999909e+03,2.396982058359981238e+00
1.164337569404045553e+03,1.164691162000000077e+03,3.535925959545238584e-01
1.185621654770856594e+03,1.187552856000000020e+03,1.931201229143425735e+00
1.172012981274992626e+03,1.164684569999999894e+03,7.328411274992731705e+00
1.167032390693048228e+03,1.165488524999999981e+03,1.543865693048246612e+00
1.178382680222745648e+03,1.175581421000000091e+03,2.801259222745557054e+00
1.172060386656409946e+03,1.172463989000000083e+03,4.036023435901370249e-01
1.176417486134394721e+03,1.181698241999999937e+03,5.280755865605215149e+00
1.155993860983375043e+03,1.158435302999999976e+03,2.441442016624932876e+00
1.359672713060657316e+03,1.367765014999999948e+03,8.092301939342632977e+00
1.170619769378333558e+03,1.170223754999999983e+03,3.960143783335752232e-01
1.164966114328320145e+03,1.158668944999999894e+03,6.297169328320251225e+00
1.175815430842776777e+03,1.178603638000000046e+03,2.788207157223268950e+00
1.184467249449063047e+03,1.191990600999999970e+03,7.523351550936922649e+00
1.153425420380726337e+03,1.159591308999999910e+03,6.165888619273573568e+00
1.256853938452524062e+03,1.276522827000000007e+03,1.966888854747594451e+01
1.369995800248066416e+03,1.382937134000000015e+03,1.294133375193359825e+01
1.183365055635641056e+03,1.178725830000000087e+03,4.639225635640968903e+00
1.170901421816379070e+03,1.170769164999999930e+03,1.322568163791402185e-01
1.166472817632285341e+03,1.166995728000000099e+03,5.229103677147577400e-01
1.165048329586676346e+03,1.162391235000000052e+03,2.657094586676294057e+00
1.180770272469440215e+03,1.175594849000000067e+03,5.175423469440147528e+00
1.172601984181379748e+03,1.171053100999999970e+03,1.548883181379778762e+00
1.160213153380687345e+03,1.157528563999999960e+03,2.684589380687384619e+00
1.173482621923211127e+03,1.176254883000000063e+03,2.772261076788936407e+00
1.165972489801629990e+03,1.164348021999999901e+03,1.624467801630089525e+00
1.158793224756188010e+03,1.161644164999999930e+03,2.850940243811919572e+00
1.159810716275567984e+03,1.157223388999999997e+03,2.587327275567986362e+00
1.170168935356987049e+03,1.172999389999999948e+03,2.830454643012899396e+00
1.160758560205816138e+03,1.169800048999999944e+03,9.041488794183806021e+00
1.160991699388209099e+03,1.159757080000000087e+03,1.234619388209011959e+00
1.152357302179506632e+03,1.152067138999999997e+03,2.901631795066350605e-01
1.395361098745879872e+03,1.394726685000000089e+03,6.344137458797831641e-01
1.166585527846908917e+03,1.169543822999999975e+03,2.958295153091057728e+00
1.166272680127088279e+03,1.165824828999999909e+03,4.478511270883700490e-01
1.187764059732345686e+03,1.184097412000000077e+03,3.666647732345609256e+00
1.169508752220856195e+03,1.172251099000000067e+03,2.742346779143872482e+00
1.169008901951789767e+03,1.170499146000000110e+03,1.490244048210342953e+00
1.172709368120655199e+03,1.172059692000000041e+03,6.496761206551582291e-01
1.164720309453210803e+03,1.164648071000000073e+03,7.223845321072985826e-02
1.178163837837840219e+03,1.176860106999999971e+03,1.303730837840248569e+00
1.162166547712275815e+03,1.167914428999999927e+03,5.747881287724112553e+00
1.179076154479108936e+03,1.183114258000000063e+03,4.038103520891127118e+00
1.178318805360245278e+03,1.174534546000000091e+03,3.784259360245187054e+00
1.172292113432341466e+03,1.176731567000000041e+03,4.439453567658574684e+00
1.175477766135979891e+03,1.177957519999999931e+03,2.479753864020040055e+00
1.169923686958182543e+03,1.168108521000000110e+03,1.815165958182433315e+00
1.189096173985168662e+03,1.185641478999999890e+03,3.454694985168771382e+00
1.182964548085317119e+03,1.188241577000000007e+03,5.277028914682887262e+00
1.169189725910424613e+03,1.170724854000000050e+03,1.535128089575437116e+00
1.172585075050785917e+03,1.177373291000000108e+03,4.788215949214190914e+00
1.184600395661262837e+03,1.187511596999999938e+03,2.911201338737100741e+00
1.189908098530632287e+03,1.186026611000000003e+03,3.881487530632284688e+00
1.158386009078760935e+03,1.159411499000000049e+03,1.025489921239113755e+00
1.200316886001855892e+03,1.206364258000000063e+03,6.047371998144171812e+00
1.193097687870651271e+03,1.186206787000000077e+03,6.890900870651194055e+00
1.200102116123332280e+03,1.200129517000000078e+03,2.740087666779800202e-02
1.194422867191580735e+03,1.198086792000000059e+03,3.663924808419324108e+00
1.161129171998953097e+03,1.157124146000000110e+03,4.005025998952987720e+00
1.174484050117581774e+03,1.178703490999999985e+03,4.219440882418211913e+00
1.156848807567358108e+03,1.155861206000000038e+03,9.876015673580695875e-01
1.156969153660726533e+03,1.164363646999999901e+03,7.394493339273367383e+00
1.177987077387453610e+03,1.177360351999999921e+03,6.267253874536891090e-01
1.166777499897469170e+03,1.166217650999999933e+03,5.598488974692372722e-01
1.156340994761186266e+03,1.156213379000000032e+03,1.276157611862345220e-01
1.176472097733324063e+03,1.177560181000000057e+03,1.088083266675994309e+00
1.174227431670880378e+03,1.176391356999999971e+03,2.163925329119592789e+00
1.199856355766327624e+03,1.200599120999999968e+03,7.427652336723440385e-01
1.175562819322097084e+03,1.178238280999999915e+03,2.675461677902831070e+00
1.165272327144262590e+03,1.171318725999999970e+03,6.046398855737379563e+00
1.181056755340842983e+03,1.187014038000000028e+03,5.957282659157044691e+00
1.185375291988394565e+03,1.186349120999999968e+03,9.738290116054031387e-01
1.155912452045892906e+03,1.156577148000000079e+03,6.646959541071737476e-01
1.164158802355579382e+03,1.160241942999999992e+03,3.916859355579390467e+00
1.172458555361643221e+03,1.177317870999999968e+03,4.859315638356747513e+00
1.172085754165340632e+03,1.174233154000000013e+03,2.147399834659381668e+00
1.173904543075829679e+03,1.168617553999999927e+03,5.286989075829751528e+00
1.192280431725886501e+03,1.194900634999999966e+03,2.620203274113464431e+00
1.183500378438075813e+03,1.185143921000000091e+03,1.643542561924277834e+00
1.167663564420562579e+03,1.166929198999999926e+03,7.343654205626535258e-01
1.173048320646786806e+03,1.178303589000000102e+03,5.255268353213295995e+00
1.164633006034198161e+03,1.162415770999999950e+03,2.217235034198210997e+00
1.169746442198013483e+03,1.174465453999999909e+03,4.719011801986425780e+00
1.165740358798289662e+03,1.164820557000000008e+03,9.198017982896544709e-01
1.165759625367660874e+03,1.170313476999999921e+03,4.553851632339046773e+00
1.187992442860291476e+03,1.185487671000000091e+03,2.504771860291384655e+00
1.162474350869935733e+03,1.167349365000000034e+03,4.875014130064300844e+00
1.160705720551831291e+03,1.156437255999999934e+03,4.268464551831357312e+00
1.163876794906512487e+03,1.162950927999999976e+03,9.258669065125104680e-01
1.173400953238891816e+03,1.173507080000000087e+03,1.061267611082712392e-01
