# Predicted,Actual,Difference
1.178734289983206281e+03,1.177172974000000067e+03,1.561315983206213787e+00
1.178461961574857241e+03,1.177172974000000067e+03,1.288987574857173968e+00
1.178126842932322461e+03,1.173841918999999962e+03,4.284923932322499240e+00
1.178387281100287964e+03,1.173841918999999962e+03,4.545362100288002694e+00
1.177931471706990806e+03,1.173841918999999962e+03,4.089552706990843944e+00
1.177886198360678691e+03,1.176971680000000106e+03,9.145183606785849406e-01
1.177654401032283431e+03,1.176971680000000106e+03,6.827210322833252576e-01
1.177836421493218722e+03,1.176971680000000106e+03,8.647414932186165970e-01
1.178322815172482706e+03,1.172925903000000062e+03,5.396912172482643655e+00
1.177649658969530037e+03,1.172925903000000062e+03,4.723755969529975118e+00
1.177427157026680106e+03,1.172925903000000062e+03,4.501254026680044262e+00
1.177103469714098082e+03,1.172925903000000062e+03,4.177566714098020384e+00
1.177258908080481888e+03,1.171104370000000017e+03,6.154538080481870566e+00
1.176251488030338805e+03,1.171104370000000017e+03,5.147118030338788230e+00
1.176581994294270999e+03,1.171104370000000017e+03,5.477624294270981409e+00
1.176739599167753340e+03,1.168849120999999968e+03,7.890478167753371963e+00
1.176341934685422984e+03,1.168849120999999968e+03,7.492813685423016068e+00
1.174581632116945912e+03,1.168849120999999968e+03,5.732511116945943286e+00
1.177001035171316516e+03,1.168849120999999968e+03,8.151914171316548163e+00
1.177067954700814880e+03,1.173026489000000083e+03,4.041465700814796946e+00
1.177102125540362294e+03,1.173026489000000083e+03,4.075636540362211235e+00
1.177145266787783612e+03,1.173026489000000083e+03,4.118777787783528765e+00
1.173945882657751326e+03,1.173292725000000019e+03,6.531576577513078519e-01
1.175466258202248127e+03,1.173292725000000019e+03,2.173533202248108864e+00
1.175360723614731342e+03,1.173292725000000019e+03,2.067998614731322959e+00
1.175172175652209035e+03,1.173292725000000019e+03,1.879450652209015971e+00
1.174349631118406023e+03,1.167748291000000108e+03,6.601340118405914836e+00
1.175324427404054177e+03,1.167748291000000108e+03,7.576136404054068407e+00
1.176249925350002741e+03,1.167748291000000108e+03,8.501634350002632345e+00
1.174357712634495783e+03,1.176871947999999975e+03,2.514235365504191577e+00
1.176316379602984171e+03,1.176871947999999975e+03,5.555683970158042939e-01
1.176450661093605049e+03,1.176871947999999975e+03,4.212869063949256088e-01
1.176566234472024007e+03,1.176871947999999975e+03,3.057135279759677360e-01
1.176486839589630335e+03,1.173749023000000079e+03,2.737816589630256203e+00
1.177341317291267160e+03,1.173749023000000079e+03,3.592294291267080553e+00
1.176783762547991046e+03,1.173749023000000079e+03,3.034739547990966457e+00
1.175826957579644386e+03,1.174403319999999894e+03,1.423637579644491780e+00
1.177006154629467801e+03,1.174403319999999894e+03,2.602834629467906780e+00
1.175720345358791064e+03,1.174403319999999894e+03,1.317025358791170220e+00
1.175747294058074431e+03,1.174403319999999894e+03,1.343974058074536515e+00
1.175959099819083576e+03,1.173584595000000036e+03,2.374504819083540497e+00
1.175825828007948758e+03,1.173584595000000036e+03,2.241233007948721934e+00
1.174257289137547559e+03,1.173584595000000036e+03,6.726941375475234963e-01
1.176595810238133481e+03,1.178870971999999938e+03,2.275161761866456800e+00
1.176629558240793131e+03,1.178870971999999938e+03,2.241413759206807299e+00
1.176808418524615035e+03,1.178870971999999938e+03,2.062553475384902413e+00
1.177603612626528275e+03,1.178870971999999938e+03,1.267359373471663275e+00
1.176207775820724009e+03,1.176867919999999913e+03,6.601441792759032978e-01
1.176709565457132612e+03,1.176867919999999913e+03,1.583545428673005517e-01
1.176889277591703376e+03,1.176867919999999913e+03,2.135759170346318569e-02
1.174967195393533302e+03,1.177813353999999890e+03,2.846158606466588026e+00
1.177364657325254257e+03,1.177813353999999890e+03,4.486966747456335725e-01
1.177727484342150319e+03,1.177813353999999890e+03,8.586965784957101278e-02
1.178929430019763231e+03,1.181884643999999980e+03,2.955213980236749194e+00
1.178701685215756925e+03,1.181884643999999980e+03,3.182958784243055561e+00
1.178656361882415467e+03,1.181884643999999980e+03,3.228282117584512889e+00
1.178463474768871038e+03,1.181884643999999980e+03,3.421169231128942556e+00
1.178349862284765777e+03,1.178649047999999993e+03,2.991857152342163317e-01
1.178685393917894999e+03,1.178649047999999993e+03,3.634591789500518644e-02
1.179152627278903992e+03,1.178649047999999993e+03,5.035792789039987838e-01
1.179485288069321314e+03,1.178649047999999993e+03,8.362400693213203340e-01
1.179569778220148237e+03,1.183874512000000095e+03,4.304733779851858344e+00
1.179576782785366731e+03,1.183874512000000095e+03,4.297729214633363881e+00
1.178023678391413796e+03,1.183874512000000095e+03,5.850833608586299306e+00
1.180200795082304239e+03,1.184597046000000091e+03,4.396250917695851967e+00
1.179711755361438691e+03,1.184597046000000091e+03,4.885290638561400556e+00
1.180337388077840615e+03,1.184597046000000091e+03,4.259657922159476584e+00
1.180453502212911644e+03,1.184930663999999979e+03,4.477161787088334677e+00
1.179044063402725442e+03,1.184930663999999979e+03,5.886600597274536995e+00
1.178915593655977091e+03,1.184930663999999979e+03,6.015070344022888094e+00
1.179281836886598512e+03,1.184930663999999979e+03,5.648827113401466704e+00
1.178700181931152883e+03,1.183741455000000087e+03,5.041273068847203831e+00
1.178541301115131091e+03,1.183741455000000087e+03,5.200153884868996101e+00
1.179157371119772051e+03,1.183741455000000087e+03,4.584083880228035923e+00
1.181662966583590105e+03,1.181394408999999996e+03,2.685575835901090613e-01
1.179103884681088630e+03,1.181394408999999996e+03,2.290524318911366208e+00
1.179004446536498790e+03,1.181394408999999996e+03,2.389962463501206003e+00
1.179160042514273755e+03,1.181394408999999996e+03,2.234366485726241081e+00
1.180542279040748326e+03,1.181783936000000040e+03,1.241656959251713488e+00
1.180678541277564591e+03,1.181783936000000040e+03,1.105394722435448784e+00
1.181119236913619034e+03,1.181783936000000040e+03,6.646990863810060546e-01
1.181249871556341532e+03,1.185813231999999971e+03,4.563360443658439181e+00
1.181384841936845078e+03,1.185813231999999971e+03,4.428390063154893141e+00
1.179847503118505074e+03,1.185813231999999971e+03,5.965728881494896996e+00
1.179650883377923719e+03,1.185813231999999971e+03,6.162348622076251559e+00
1.180419244536932410e+03,1.178571654999999964e+03,1.847589536932446208e+00
1.180729182349036819e+03,1.178571654999999964e+03,2.157527349036854503e+00
1.180905150937575627e+03,1.178571654999999964e+03,2.333495937575662538e+00
1.181181686502848606e+03,1.190164551000000074e+03,8.982864497151467731e+00
1.180690442408275885e+03,1.190164551000000074e+03,9.474108591724188955e+00
1.180655307971344655e+03,1.190164551000000074e+03,9.509243028655419039e+00
1.181022212184220962e+03,1.190164551000000074e+03,9.142338815779112338e+00
1.181103710113544139e+03,1.184356933999999910e+03,3.253223886455771208e+00
1.180671740190557330e+03,1.184356933999999910e+03,3.685193809442580459e+00
1.180563884000508779e+03,1.184356933999999910e+03,3.793049999491131530e+00
1.179667551233146014e+03,1.187698853000000099e+03,8.031301766854085145e+00
1.179715542858677736e+03,1.187698853000000099e+03,7.983310141322363052e+00
1.179312590125615770e+03,1.187698853000000099e+03,8.386262874384328825e+00
1.177507235414572733e+03,1.187661986999999954e+03,1.015475158542722056e+01
1.176449319423389170e+03,1.187661986999999954e+03,1.121266757661078373e+01
1.178253684658494194e+03,1.187661986999999954e+03,9.408302341505759614e+00
1.178797538912895789e+03,1.187661986999999954e+03,8.864448087104165097e+00
1.178228836173577974e+03,1.181508301000000074e+03,3.279464826422099577e+00
1.180200772394751539e+03,1.181508301000000074e+03,1.307528605248535314e+00
1.180726396410076404e+03,1.181508301000000074e+03,7.819045899236698460e-01
1.180977379758244524e+03,1.181508301000000074e+03,5.309212417555499997e-01
1.180428461479080170e+03,1.178848633000000063e+03,1.579828479080106263e+00
1.179012644393306118e+03,1.178848633000000063e+03,1.640113933060547424e-01
1.181758604768018358e+03,1.178848633000000063e+03,2.909971768018294824e+00
1.181668363483237272e+03,1.183137451000000056e+03,1.469087516762783707e+00
1.182768372191674416e+03,1.183137451000000056e+03,3.690788083256393293e-01
1.182584758578494302e+03,1.183137451000000056e+03,5.526924215057533729e-01
1.182431956387308446e+03,1.183137451000000056e+03,7.054946126916092908e-01
1.181050082220342119e+03,1.184014159999999947e+03,2.964077779657827705e+00
1.181658757242413003e+03,1.184014159999999947e+03,2.355402757586944062e+00
1.180029945971842835e+03,1.184014159999999947e+03,3.984214028157111898e+00
1.181537839524104356e+03,1.183374389999999948e+03,1.836550475895592172e+00
1.181697093708809007e+03,1.183374389999999948e+03,1.677296291190941702e+00
1.181589518666400636e+03,1.183374389999999948e+03,1.784871333599312493e+00
1.181559325044493335e+03,1.183374389999999948e+03,1.815064955506613842e+00
1.181894630414825315e+03,1.181796630999999934e+03,9.799941482538088167e-02
1.181885833262366532e+03,1.181796630999999934e+03,8.920226236659800634e-02
1.182218874629326137e+03,1.181796630999999934e+03,4.222436293262035178e-01
1.181508831494619244e+03,1.177743408000000045e+03,3.765423494619199118e+00
1.181275079055563310e+03,1.177743408000000045e+03,3.531671055563265327e+00
1.181443737966927074e+03,1.177743408000000045e+03,3.700329966927029091e+00
1.181582623588702745e+03,1.177743408000000045e+03,3.839215588702700188e+00
1.181331890570777887e+03,1.183749878000000081e+03,2.417987429222193896e+00
1.181273470562809507e+03,1.183749878000000081e+03,2.476407437190573546e+00
1.181970169026706799e+03,1.183749878000000081e+03,1.779708973293281815e+00
1.182058681287102672e+03,1.180540649000000030e+03,1.518032287102641931e+00
1.180008388801890078e+03,1.180540649000000030e+03,5.322601981099523982e-01
1.181687282728654736e+03,1.180540649000000030e+03,1.146633728654705919e+00
1.182084153939946418e+03,1.180066162000000077e+03,2.017991939946341517e+00
1.181268459563519400e+03,1.180066162000000077e+03,1.202297563519323376e+00
1.182103305082780025e+03,1.180066162000000077e+03,2.037143082779948600e+00
1.182204051036752617e+03,1.180066162000000077e+03,2.137889036752540051e+00
1.180442404449219566e+03,1.180018555000000106e+03,4.238494492194604391e-01
1.181058017617591759e+03,1.180018555000000106e+03,1.039462617591652815e+00
1.181056053385291989e+03,1.180018555000000106e+03,1.037498385291883096e+00
1.181086892947706929e+03,1.177851439999999911e+03,3.235452947707017302e+00
1.181159535584921059e+03,1.177851439999999911e+03,3.308095584921147747e+00
1.180281396691819737e+03,1.177851439999999911e+03,2.429956691819825210e+00
1.179979530180452912e+03,1.177851439999999911e+03,2.128090180453000357e+00
1.181562437547143190e+03,1.177649169999999913e+03,3.913267547143277625e+00
1.181733939319639148e+03,1.177649169999999913e+03,4.084769319639235619e+00
1.181556184953414231e+03,1.177649169999999913e+03,3.907014953414318370e+00
1.182091035381308529e+03,1.178994263000000046e+03,3.096772381308483091e+00
1.181572274646294545e+03,1.178994263000000046e+03,2.578011646294498860e+00
1.181711783451858082e+03,1.178994263000000046e+03,2.717520451858035813e+00
1.181563122267200470e+03,1.178994263000000046e+03,2.568859267200423346e+00
1.181686565861467216e+03,1.181480591000000004e+03,2.059748614672116673e-01
1.181272718304840282e+03,1.181480591000000004e+03,2.078726951597218431e-01
1.180361845383773243e+03,1.181480591000000004e+03,1.118745616226760831e+00
1.180420767071375622e+03,1.179512817000000041e+03,9.079500713755805918e-01
1.180483720830651009e+03,1.179512817000000041e+03,9.709038306509683025e-01
1.180203377372928344e+03,1.179512817000000041e+03,6.905603729283029679e-01
1.180270898786433463e+03,1.179512817000000041e+03,7.580817864334221667e-01
1.180913386641356738e+03,1.176416870000000017e+03,4.496516641356720356e+00
1.181656942571366926e+03,1.176416870000000017e+03,5.240072571366908960e+00
1.181514350577195046e+03,1.176416870000000017e+03,5.097480577195028673e+00
1.182093628846692354e+03,1.183705443999999943e+03,1.611815153307588844e+00
1.181816419202781162e+03,1.183705443999999943e+03,1.889024797218780805e+00
1.180810064032621540e+03,1.183705443999999943e+03,2.895379967378403308e+00
1.181264629217886295e+03,1.183705443999999943e+03,2.440814782113648107e+00
1.181823288817345883e+03,1.180764648000000079e+03,1.058640817345803953e+00
1.181491651162048811e+03,1.180764648000000079e+03,7.270031620487316104e-01
1.181307420355615477e+03,1.180764648000000079e+03,5.427723556153978279e-01
1.181722020393672665e+03,1.177625365999999985e+03,4.096654393672679362e+00
1.181922561739761022e+03,1.177625365999999985e+03,4.297195739761036748e+00
1.182086637284423659e+03,1.177625365999999985e+03,4.461271284423673933e+00
1.181903901912906804e+03,1.177625365999999985e+03,4.278535912906818339e+00
1.181646953796594289e+03,1.180416504000000032e+03,1.230449796594257350e+00
1.183272937003814150e+03,1.180416504000000032e+03,2.856433003814117910e+00
1.183317240331783296e+03,1.180416504000000032e+03,2.900736331783264177e+00
1.182648277506221575e+03,1.179780884000000015e+03,2.867393506221560529e+00
1.183378807030462440e+03,1.179780884000000015e+03,3.597923030462425231e+00
1.182683839741723887e+03,1.179780884000000015e+03,2.902955741723872052e+00
1.182315066548593450e+03,1.178969970999999987e+03,3.345095548593462809e+00
1.181969693822274621e+03,1.178969970999999987e+03,2.999722822274634382e+00
1.182671441638034821e+03,1.178969970999999987e+03,3.701470638034834337e+00
1.182544701892833928e+03,1.178969970999999987e+03,3.574730892833940743e+00
1.182610912601691325e+03,1.179051392000000078e+03,3.559520601691247066e+00
1.182505267595427085e+03,1.179051392000000078e+03,3.453875595427007283e+00
1.182235215701130983e+03,1.179051392000000078e+03,3.183823701130904738e+00
1.182512595511354675e+03,1.181222046000000091e+03,1.290549511354583956e+00
1.182463825024888365e+03,1.181222046000000091e+03,1.241779024888273852e+00
1.181891448713028467e+03,1.181222046000000091e+03,6.694027130283757288e-01
1.181772637014635166e+03,1.181222046000000091e+03,5.505910146350743162e-01
1.181092560387679214e+03,1.179204101999999921e+03,1.888458387679293082e+00
1.180849470931167389e+03,1.179204101999999921e+03,1.645368931167467963e+00
1.180718999032607599e+03,1.179204101999999921e+03,1.514897032607677829e+00
1.180605210588992804e+03,1.181984496999999919e+03,1.379286411007115021e+00
1.179538341627869841e+03,1.181984496999999919e+03,2.446155372130078831e+00
1.179419938912266389e+03,1.181984496999999919e+03,2.564558087733530556e+00
1.179449369224021211e+03,1.181984496999999919e+03,2.535127775978708087e+00
1.179170097752585434e+03,1.181804442999999992e+03,2.634345247414557889e+00
1.179579211304029286e+03,1.181804442999999992e+03,2.225231695970705914e+00
1.180124263140043240e+03,1.181804442999999992e+03,1.680179859956751898e+00
1.180169237251421464e+03,1.184083617999999888e+03,3.914380748578423663e+00
1.180230861703627397e+03,1.184083617999999888e+03,3.852756296372490397e+00
1.180533886223919808e+03,1.184083617999999888e+03,3.549731776080079726e+00
1.180539110093921863e+03,1.184083617999999888e+03,3.544507906078024462e+00
1.181341948522211851e+03,1.180145019999999931e+03,1.196928522211919699e+00
1.181481008418345709e+03,1.180145019999999931e+03,1.335988418345777973e+00
1.181656701015219596e+03,1.180145019999999931e+03,1.511681015219664914e+00
1.181595238815900757e+03,1.181983764999999948e+03,3.885261840991915960e-01
1.181455902756142905e+03,1.181983764999999948e+03,5.278622438570437225e-01
1.181743064197265767e+03,1.181983764999999948e+03,2.407008027341817069e-01
1.181335990971984984e+03,1.181983764999999948e+03,6.477740280149646424e-01
1.181111293726409713e+03,1.180531494000000066e+03,5.797997264096466097e-01
1.181111751329085109e+03,1.180531494000000066e+03,5.802573290850432386e-01
1.181160884013004988e+03,1.180531494000000066e+03,6.293900130049223662e-01
1.180173308092544858e+03,1.182321044999999913e+03,2.147736907455055189e+00
1.180657847146111862e+03,1.182321044999999913e+03,1.663197853888050304e+00
1.179028784320045816e+03,1.182321044999999913e+03,3.292260679954097213e+00
1.180826266433653473e+03,1.182321044999999913e+03,1.494778566346440130e+00
1.180958569194287293e+03,1.183214111000000003e+03,2.255541805712709902e+00
1.181288134190945811e+03,1.183214111000000003e+03,1.925976809054191108e+00
1.180727895009267513e+03,1.183214111000000003e+03,2.486215990732489445e+00
1.180873723066470575e+03,1.186305053999999927e+03,5.431330933529352478e+00
1.180950655078787577e+03,1.186305053999999927e+03,5.354398921212350615e+00
1.180802706764108507e+03,1.186305053999999927e+03,5.502347235891420496e+00
1.181490871006245470e+03,1.186305053999999927e+03,4.814182993754457129e+00
1.181591876075407527e+03,1.178733521000000110e+03,2.858355075407416734e+00
1.181624781136722049e+03,1.178733521000000110e+03,2.891260136721939489e+00
1.181738042080138484e+03,1.178733521000000110e+03,3.004521080138374600e+00
1.180341697458988847e+03,1.180123168999999962e+03,2.185284589888851770e-01
1.181134723951330216e+03,1.180123168999999962e+03,1.011554951330253971e+00
1.180520681841455144e+03,1.180123168999999962e+03,3.975128414551818423e-01
1.181212690245478598e+03,1.180123168999999962e+03,1.089521245478636047e+00
1.179165244641622166e+03,1.181531494000000066e+03,2.366249358377899625e+00
1.181040696988967056e+03,1.181531494000000066e+03,4.907970110330097668e-01
1.182073493540887966e+03,1.181531494000000066e+03,5.419995408879003662e-01
1.181978341558458169e+03,1.181459961000000021e+03,5.183805584581477888e-01
1.181469769736009766e+03,1.181459961000000021e+03,9.808736009745189222e-03
1.181995865302925722e+03,1.181459961000000021e+03,5.359043029257009039e-01
1.182217173628000864e+03,1.181459961000000021e+03,7.572126280008433241e-01
1.183151737261654716e+03,1.184017456000000038e+03,8.657187383453219809e-01
1.183068490597697291e+03,1.184017456000000038e+03,9.489654023027469520e-01
1.183236076674358173e+03,1.184017456000000038e+03,7.813793256418648525e-01
1.183426779095352913e+03,1.182276123000000098e+03,1.150656095352815100e+00
1.183155618243078834e+03,1.182276123000000098e+03,8.794952430787361664e-01
1.183454667585520156e+03,1.182276123000000098e+03,1.178544585520057808e+00
1.182941614636776876e+03,1.182276123000000098e+03,6.654916367767782504e-01
1.183381481811737103e+03,1.179556274000000030e+03,3.825207811737072916e+00
1.183547140630193780e+03,1.179556274000000030e+03,3.990866630193750098e+00
1.183579618415112236e+03,1.179556274000000030e+03,4.023344415112205752e+00
1.184188519707555542e+03,1.179680785999999898e+03,4.507733707555644287e+00
1.183791804034897041e+03,1.179680785999999898e+03,4.111018034897142570e+00
1.183980776479980932e+03,1.179680785999999898e+03,4.299990479981033786e+00
1.183654886921821799e+03,1.179680785999999898e+03,3.974100921821900556e+00
1.183718930183731345e+03,1.182165404999999964e+03,1.553525183731380821e+00
1.182911081442659452e+03,1.182165404999999964e+03,7.456764426594872930e-01
1.182310795585663755e+03,1.182165404999999964e+03,1.453905856637902616e-01
1.182910443011378447e+03,1.177269408999999996e+03,5.641034011378451396e+00
1.182997903165578464e+03,1.177269408999999996e+03,5.728494165578467801e+00
1.183004062458341423e+03,1.177269408999999996e+03,5.734653458341426813e+00
1.183343680375288159e+03,1.177269408999999996e+03,6.074271375288162744e+00
1.181686995595211101e+03,1.181348754999999983e+03,3.382405952111184888e-01
1.183611714181211255e+03,1.181348754999999983e+03,2.262959181211272153e+00
1.183453835665433417e+03,1.181348754999999983e+03,2.105080665433433751e+00
1.183392986695843092e+03,1.185341431000000057e+03,1.948444304156964790e+00
1.182636658693277468e+03,1.185341431000000057e+03,2.704772306722588837e+00
1.181777432350679419e+03,1.185341431000000057e+03,3.563998649320637924e+00
1.182590149725365336e+03,1.185341431000000057e+03,2.751281274634720830e+00
1.182947539457874427e+03,1.181734740999999985e+03,1.212798457874441738e+00
1.182428289337108026e+03,1.181734740999999985e+03,6.935483371080408688e-01
1.182479266294786157e+03,1.181734740999999985e+03,7.445252947861717985e-01
1.182234301469649608e+03,1.182168701000000056e+03,6.560046964955290605e-02
1.180121988914293297e+03,1.182168701000000056e+03,2.046712085706758444e+00
1.181709720382060596e+03,1.182168701000000056e+03,4.589806179394599894e-01
1.182019780960667049e+03,1.182168701000000056e+03,1.489200393330065708e-01
1.184007723473771421e+03,1.186423461999999972e+03,2.415738526228551564e+00
1.184136098489621190e+03,1.186423461999999972e+03,2.287363510378781939e+00
1.184027385475731535e+03,1.186423461999999972e+03,2.396076524268437424e+00
1.184375219155072273e+03,1.180165893999999980e+03,4.209325155072292546e+00
1.184530513918795805e+03,1.180165893999999980e+03,4.364619918795824560e+00
1.183457311855407170e+03,1.180165893999999980e+03,3.291417855407189563e+00
1.183650857010089112e+03,1.183005736999999954e+03,6.451200100891583133e-01
1.183387570091693988e+03,1.183005736999999954e+03,3.818330916940340103e-01
1.183608431366049672e+03,1.183005736999999954e+03,6.026943660497181554e-01
1.183510327853918625e+03,1.183005736999999954e+03,5.045908539186712005e-01
1.183469600285043271e+03,1.180400024000000030e+03,3.069576285043240205e+00
1.183343818518258786e+03,1.180400024000000030e+03,2.943794518258755488e+00
1.183647833065081613e+03,1.180400024000000030e+03,3.247809065081582958e+00
1.182952022682418146e+03,1.181466063999999960e+03,1.485958682418186072e+00
1.183544795833033504e+03,1.181466063999999960e+03,2.078731833033543808e+00
1.184563504360135539e+03,1.181466063999999960e+03,3.097440360135578885e+00
1.184580645847632923e+03,1.181466063999999960e+03,3.114581847632962308e+00
1.184802538232270763e+03,1.184134520999999950e+03,6.680172322708131105e-01
1.184134332467712738e+03,1.184134520999999950e+03,1.885322872112737969e-04
1.184014257129376119e+03,1.184134520999999950e+03,1.202638706238303712e-01
1.183577678173173808e+03,1.184414062999999942e+03,8.363848268261335761e-01
1.183335482928171359e+03,1.184414062999999942e+03,1.078580071828582732e+00
1.183074048170179367e+03,1.184414062999999942e+03,1.340014829820574960e+00
1.182525560262477256e+03,1.184414062999999942e+03,1.888502737522685493e+00
1.182671016818758744e+03,1.185613524999999981e+03,2.942508181241237253e+00
1.185006839825241514e+03,1.185613524999999981e+03,6.066851747584678378e-01
1.184878030114766489e+03,1.185613524999999981e+03,7.354948852334928233e-01
1.185051320713510449e+03,1.183489135999999917e+03,1.562184713510532674e+00
